timeProcessed,filename,score
firstIgnore,12326-10-2022_03:53:12,./image/26-10-2022_03:53:07.png,0
26-10-2022_03:53:16,./image/26-10-2022_03:53:08.png,0
26-10-2022_03:53:26,./image/26-10-2022_03:53:21.png,0
26-10-2022_03:53:30,./image/26-10-2022_03:53:22.png,0.7216322422027588
26-10-2022_03:53:42,./image/26-10-2022_03:53:38.png,0.7216322422027588
26-10-2022_03:53:48,./image/26-10-2022_03:53:43.png,0.7216322422027588
26-10-2022_03:53:53,./image/26-10-2022_03:53:48.png,0.7216322422027588
26-10-2022_03:54:02,./image/26-10-2022_03:53:57.png,0.7216322422027588
26-10-2022_03:54:07,./image/26-10-2022_03:53:59.png,0.729396402835846
26-10-2022_03:54:11,./image/26-10-2022_03:54:00.png,0.6151963919401169
26-10-2022_03:54:19,./image/26-10-2022_03:54:14.png,0.6151963919401169
26-10-2022_03:54:23,./image/26-10-2022_03:54:16.png,0.7150015234947205
26-10-2022_03:54:39,./image/26-10-2022_03:54:35.png,0.7150015234947205
26-10-2022_03:54:45,./image/26-10-2022_03:54:40.png,0.7150015234947205
26-10-2022_03:54:50,./image/26-10-2022_03:54:45.png,0.7150015234947205
26-10-2022_03:54:59,./image/26-10-2022_03:54:54.png,0.7150015234947205
26-10-2022_03:55:04,./image/26-10-2022_03:54:56.png,0.7225890159606934
26-10-2022_03:55:09,./image/26-10-2022_03:55:01.png,0.62173859278361
26-10-2022_03:55:22,./image/26-10-2022_03:55:17.png,0.62173859278361
26-10-2022_03:55:38,./image/26-10-2022_03:55:34.png,0.62173859278361
26-10-2022_03:55:43,./image/26-10-2022_03:55:35.png,0.6723559945821762
26-10-2022_03:55:48,./image/26-10-2022_03:55:36.png,0.6600276231765747
26-10-2022_03:56:08,./image/26-10-2022_03:56:03.png,0.6600276231765747
26-10-2022_03:56:28,./image/26-10-2022_03:56:23.png,0.6487546116113663
26-10-2022_03:56:33,./image/26-10-2022_03:56:29.png,0.6487546116113663
26-10-2022_03:56:38,./image/26-10-2022_03:56:30.png,0.658735379576683
26-10-2022_03:56:43,./image/26-10-2022_03:56:31.png,0.683226928114891
26-10-2022_03:56:47,./image/26-10-2022_03:56:33.png,0.6785637885332108
26-10-2022_03:56:53,./image/26-10-2022_03:56:34.png,0.6759072095155716
26-10-2022_03:57:02,./image/26-10-2022_03:56:58.png,0.6759072095155716
26-10-2022_03:57:08,./image/26-10-2022_03:56:59.png,0.643346925576528
26-10-2022_03:57:13,./image/26-10-2022_03:57:01.png,0.6463697254657745
26-10-2022_03:57:18,./image/26-10-2022_03:57:02.png,0.6338110640645027
26-10-2022_03:57:33,./image/26-10-2022_03:57:28.png,0.6338110640645027
26-10-2022_03:57:38,./image/26-10-2022_03:57:33.png,0.6338110640645027
26-10-2022_03:57:43,./image/26-10-2022_03:57:35.png,0.6616620779037475
26-10-2022_03:57:48,./image/26-10-2022_03:57:36.png,0.7965935667355856
26-10-2022_03:57:57,./image/26-10-2022_03:57:52.png,0.7965935667355856
26-10-2022_03:58:18,./image/26-10-2022_03:58:14.png,0.7965935667355856
26-10-2022_03:58:23,./image/26-10-2022_03:58:15.png,0.6938755437731743
26-10-2022_03:58:27,./image/26-10-2022_03:58:16.png,0.7098539024591446
26-10-2022_03:58:33,./image/26-10-2022_03:58:18.png,0.7231414169073105
26-10-2022_03:58:43,./image/26-10-2022_03:58:38.png,0.7231414169073105
26-10-2022_03:58:48,./image/26-10-2022_03:58:39.png,0.6188164710998535
26-10-2022_03:58:53,./image/26-10-2022_03:58:40.png,0.7318667968114217
26-10-2022_03:58:59,./image/26-10-2022_03:58:42.png,0.7967058022816976
26-10-2022_03:59:07,./image/26-10-2022_03:59:02.png,0.7967058022816976
26-10-2022_03:59:19,./image/26-10-2022_03:59:15.png,0.7967058022816976
26-10-2022_03:59:24,./image/26-10-2022_03:59:16.png,0.8750551342964172
26-10-2022_03:59:30,./image/26-10-2022_03:59:20.png,0.8759426474571228
26-10-2022_03:59:36,./image/26-10-2022_03:59:21.png,0.674359142780304
26-10-2022_03:59:42,./image/26-10-2022_03:59:24.png,0.6712131053209305
26-10-2022_03:59:50,./image/26-10-2022_03:59:45.png,0.6712131053209305
26-10-2022_03:59:57,./image/26-10-2022_03:59:52.png,0.6712131053209305
26-10-2022_04:00:02,./image/26-10-2022_03:59:53.png,0.8680271208286285
26-10-2022_04:00:14,./image/26-10-2022_04:00:09.png,0.8680271208286285
26-10-2022_04:00:19,./image/26-10-2022_04:00:10.png,0.6576491221785545
26-10-2022_04:00:25,./image/26-10-2022_04:00:12.png,0.7422894636789957
26-10-2022_04:00:37,./image/26-10-2022_04:00:32.png,0.7422894636789957
26-10-2022_04:00:42,./image/26-10-2022_04:00:33.png,0.8908145725727081
26-10-2022_04:00:48,./image/26-10-2022_04:00:34.png,0.8830982446670532
26-10-2022_04:00:54,./image/26-10-2022_04:00:36.png,0.8929846286773682
26-10-2022_04:01:00,./image/26-10-2022_04:00:37.png,0.8835130333900452
26-10-2022_04:01:06,./image/26-10-2022_04:00:38.png,0.8908338248729706
26-10-2022_04:01:17,./image/26-10-2022_04:01:12.png,0.8908338248729706
26-10-2022_04:01:28,./image/26-10-2022_04:01:23.png,0.8908338248729706
26-10-2022_04:01:37,./image/26-10-2022_04:01:32.png,0.8908338248729706
26-10-2022_04:01:44,./image/26-10-2022_04:01:39.png,0.8908338248729706
26-10-2022_04:01:49,./image/26-10-2022_04:01:40.png,0.8211464583873749
26-10-2022_04:01:55,./image/26-10-2022_04:01:41.png,0.7644052803516388
26-10-2022_04:02:02,./image/26-10-2022_04:01:42.png,0.8004163801670074
26-10-2022_04:02:10,./image/26-10-2022_04:02:05.png,0.8004163801670074
26-10-2022_04:02:16,./image/26-10-2022_04:02:06.png,0.822176069021225
26-10-2022_04:02:22,./image/26-10-2022_04:02:08.png,0.8516384661197662
26-10-2022_04:02:29,./image/26-10-2022_04:02:09.png,0.8717226088047028
26-10-2022_04:02:35,./image/26-10-2022_04:02:11.png,0.7093411982059479
26-10-2022_04:02:43,./image/26-10-2022_04:02:38.png,0.7093411982059479
26-10-2022_04:03:15,./image/26-10-2022_04:03:10.png,0.7093411982059479
26-10-2022_04:03:19,./image/26-10-2022_04:03:11.png,0
26-10-2022_04:03:25,./image/26-10-2022_04:03:13.png,0
26-10-2022_04:03:30,./image/26-10-2022_04:03:14.png,0
26-10-2022_04:03:36,./image/26-10-2022_04:03:15.png,0
26-10-2022_04:03:42,./image/26-10-2022_04:03:17.png,0
26-10-2022_04:03:49,./image/26-10-2022_04:03:19.png,0
26-10-2022_04:03:55,./image/26-10-2022_04:03:21.png,0
26-10-2022_04:04:01,./image/26-10-2022_04:03:22.png,0
26-10-2022_04:04:12,./image/26-10-2022_04:04:07.png,0
26-10-2022_04:04:18,./image/26-10-2022_04:04:08.png,0
26-10-2022_04:04:24,./image/26-10-2022_04:04:10.png,0
26-10-2022_04:04:30,./image/26-10-2022_04:04:11.png,0
26-10-2022_04:04:36,./image/26-10-2022_04:04:12.png,0
26-10-2022_04:04:43,./image/26-10-2022_04:04:14.png,0
26-10-2022_04:04:49,./image/26-10-2022_04:04:15.png,0
26-10-2022_04:04:56,./image/26-10-2022_04:04:16.png,0
26-10-2022_04:05:02,./image/26-10-2022_04:04:18.png,0
26-10-2022_04:05:10,./image/26-10-2022_04:04:56.png,0
26-10-2022_04:05:19,./image/26-10-2022_04:05:13.png,0
26-10-2022_04:05:33,./image/26-10-2022_04:05:29.png,0
26-10-2022_04:05:39,./image/26-10-2022_04:05:30.png,0
26-10-2022_04:05:48,./image/26-10-2022_04:05:43.png,0
26-10-2022_04:05:54,./image/26-10-2022_04:05:44.png,0
26-10-2022_04:06:04,./image/26-10-2022_04:05:59.png,0
