,Time,Time_Elapsed,Disk_Precentage
157,14:15:50,15.778522491455078,54.4
158,14:15:50,15.878936052322388,54.4
159,14:15:50,15.979328393936157,54.4
160,14:15:50,16.07975125312805,54.4
161,14:15:50,16.180163383483887,54.4
162,14:15:50,16.280556440353394,54.4
163,14:15:50,16.381259202957153,54.4
164,14:15:50,16.482107162475586,54.4
165,14:15:50,16.58267092704773,54.4
166,14:15:51,16.68288540840149,54.4
167,14:15:51,16.78342294692993,54.4
168,14:15:51,16.88395357131958,54.4
169,14:15:51,16.98439645767212,54.4
170,14:15:51,17.08487820625305,54.4
171,14:15:51,17.18526864051819,54.4
172,14:15:51,17.285690307617188,54.4
173,14:15:51,17.386040449142456,54.4
174,14:15:51,17.486598014831543,54.4
175,14:15:51,17.587258100509644,54.4
176,14:15:52,17.687780141830444,54.4
177,14:15:52,17.788084030151367,54.4
178,14:15:52,17.888701677322388,54.4
179,14:15:52,17.98904514312744,54.4
180,14:15:52,18.0894672870636,54.4
181,14:15:52,18.189992666244507,54.4
182,14:15:52,18.29056453704834,54.4
183,14:15:52,18.391381978988647,54.4
184,14:15:52,18.49182152748108,54.4
185,14:15:52,18.592448711395264,54.4
186,14:15:53,18.69290590286255,54.4
187,14:15:53,18.793141841888428,54.4
188,14:15:53,18.8934965133667,54.4
189,14:15:53,18.993931531906128,54.4
190,14:15:53,19.094365119934082,54.4
191,14:15:53,19.1948401927948,54.4
192,14:15:53,19.295303106307983,54.4
193,14:15:53,19.395612239837646,54.4
194,14:15:53,19.495957851409912,54.4
195,14:15:53,19.59654974937439,54.4
196,14:15:54,19.697291612625122,54.4
197,14:15:54,19.797662496566772,54.4
198,14:15:54,19.8979012966156,54.4
199,14:15:54,19.998505115509033,54.4
200,14:15:54,20.098954677581787,54.4
201,14:15:54,20.199382305145264,54.4
202,14:15:54,20.29995894432068,54.4
203,14:15:54,20.40040421485901,54.4
204,14:15:54,20.500673294067383,54.4
205,14:15:54,20.60096311569214,54.4
206,14:15:55,20.701407432556152,54.4
207,14:15:55,20.801785945892334,54.4
208,14:15:55,20.90237307548523,54.4
209,14:15:55,21.002750635147095,54.4
210,14:15:55,21.103235244750977,54.4
211,14:15:55,21.203483819961548,54.4
212,14:15:55,21.303887844085693,54.4
213,14:15:55,21.404531717300415,54.4
214,14:15:55,21.504880905151367,54.4
215,14:15:55,21.605344772338867,54.4
216,14:15:56,21.705899953842163,54.4
217,14:15:56,21.80632257461548,54.4
218,14:15:56,21.906686544418335,54.4
219,14:15:56,22.00833249092102,54.4
220,14:15:56,22.108759880065918,54.4
221,14:15:56,22.209211826324463,54.4
222,14:15:56,22.309630393981934,54.4
223,14:15:56,22.4099760055542,54.4
224,14:15:56,22.510436296463013,54.4
225,14:15:57,22.610827445983887,54.4
226,14:15:57,22.711328506469727,54.4
227,14:15:57,22.811715841293335,54.4
228,14:15:57,22.912264108657837,54.4
229,14:15:57,23.012876749038696,54.4
230,14:15:57,23.113141775131226,54.4
231,14:15:57,23.213553428649902,54.4
232,14:15:57,23.3139066696167,54.4
233,14:15:57,23.41432785987854,54.4
234,14:15:57,23.514781951904297,54.4
235,14:15:58,23.614991426467896,54.4
236,14:15:58,23.715365409851074,54.4
237,14:15:58,23.81591558456421,54.4
238,14:15:58,23.91656517982483,54.4
239,14:15:58,24.016926527023315,54.4
240,14:15:58,24.11737060546875,54.4
241,14:15:58,24.21777892112732,54.4
242,14:15:58,24.318297386169434,54.4
243,14:15:58,24.418935537338257,54.4
244,14:15:58,24.51934051513672,54.4
245,14:15:59,24.619751691818237,54.4
246,14:15:59,24.720277309417725,54.4
247,14:15:59,24.821021795272827,54.4
248,14:15:59,24.92145586013794,54.4
249,14:15:59,25.022246599197388,54.4
250,14:15:59,25.12276291847229,54.4
251,14:15:59,25.22322654724121,54.4
252,14:15:59,25.32376503944397,54.4
253,14:15:59,25.42459464073181,54.4
254,14:15:59,25.525434970855713,54.4
255,14:16:00,25.625861406326294,54.4
256,14:16:00,25.726112127304077,54.4
257,14:16:00,25.826536417007446,54.4
258,14:16:00,25.92719578742981,54.4
259,14:16:00,26.027613878250122,54.4
260,14:16:00,26.12790083885193,54.4
261,14:16:00,26.228336095809937,54.4
262,14:16:00,26.328836679458618,54.4
263,14:16:00,26.42923069000244,54.4
264,14:16:00,26.529626846313477,54.4
265,14:16:01,26.630046606063843,54.4
266,14:16:01,26.730297088623047,54.4
267,14:16:01,26.830618143081665,54.4
268,14:16:01,26.931424140930176,54.4
269,14:16:01,27.03196907043457,54.4
270,14:16:01,27.132628917694092,54.4
271,14:16:01,27.232879877090454,54.4
272,14:16:01,27.333112955093384,54.4
273,14:16:01,27.433358430862427,54.4
274,14:16:01,27.533705472946167,54.4
275,14:16:02,27.63409972190857,54.4
276,14:16:02,27.73449158668518,54.4
277,14:16:02,27.83480668067932,54.4
278,14:16:02,27.93525457382202,54.4
279,14:16:02,28.035619258880615,54.4
280,14:16:02,28.136029720306396,54.4
281,14:16:02,28.236409425735474,54.4
282,14:16:02,28.3368878364563,54.4
283,14:16:02,28.437255144119263,54.4
284,14:16:02,28.537627458572388,54.4
285,14:16:03,28.638012409210205,54.4
286,14:16:03,28.73848819732666,54.4
287,14:16:03,28.838746547698975,54.4
288,14:16:03,28.939242839813232,54.4
289,14:16:03,29.0397310256958,54.4
290,14:16:03,29.140050888061523,54.4
291,14:16:03,29.240276098251343,54.4
292,14:16:03,29.340900182724,54.4
293,14:16:03,29.441511869430542,54.4
294,14:16:03,29.54192614555359,54.4
295,14:16:04,29.642351627349854,54.4
296,14:16:04,29.7427875995636,54.4
297,14:16:04,29.843132257461548,54.4
298,14:16:04,29.943567037582397,54.4
