timeProcessed,filename,score,detect
16-06-2024_23:05:52,./image/16-06-2024_23:05:51.jpg,0,0
16-06-2024_23:05:53,./image/16-06-2024_23:05:52.jpg,0,0
16-06-2024_23:05:58,./image/16-06-2024_23:05:57.jpg,0.8241424262523651,2
16-06-2024_23:05:59,./image/16-06-2024_23:05:58.jpg,0,0
16-06-2024_23:06:04,./image/16-06-2024_23:06:03.jpg,0.7135013341903687,2
16-06-2024_23:06:05,./image/16-06-2024_23:06:04.jpg,0,0
16-06-2024_23:06:10,./image/16-06-2024_23:06:09.jpg,0,0
16-06-2024_23:06:11,./image/16-06-2024_23:06:10.jpg,0,0
16-06-2024_23:06:16,./image/16-06-2024_23:06:16.jpg,0,0
16-06-2024_23:06:22,./image/16-06-2024_23:06:22.jpg,0.9286593794822693,1
16-06-2024_23:06:23,./image/16-06-2024_23:06:23.jpg,0,0
16-06-2024_23:06:28,./image/16-06-2024_23:06:28.jpg,0.6631478766600291,3
16-06-2024_23:06:34,./image/16-06-2024_23:06:34.jpg,0,0
16-06-2024_23:06:41,./image/16-06-2024_23:06:40.jpg,0.775962233543396,2
16-06-2024_23:06:41,./image/16-06-2024_23:06:41.jpg,0,0
16-06-2024_23:06:47,./image/16-06-2024_23:06:46.jpg,0,0
16-06-2024_23:06:48,./image/16-06-2024_23:06:47.jpg,0,0
16-06-2024_23:06:53,./image/16-06-2024_23:06:52.jpg,0.8186654448509216,2
16-06-2024_23:06:54,./image/16-06-2024_23:06:53.jpg,0,0
16-06-2024_23:06:59,./image/16-06-2024_23:06:58.jpg,0,0
16-06-2024_23:07:00,./image/16-06-2024_23:06:59.jpg,0,0
16-06-2024_23:07:05,./image/16-06-2024_23:07:04.jpg,0.72330774863561,3
16-06-2024_23:07:06,./image/16-06-2024_23:07:05.jpg,0,0
16-06-2024_23:07:11,./image/16-06-2024_23:07:10.jpg,0.9222954511642456,1
16-06-2024_23:07:12,./image/16-06-2024_23:07:11.jpg,0.7064490169286728,2
16-06-2024_23:07:17,./image/16-06-2024_23:07:16.jpg,0.8069141507148743,1
16-06-2024_23:07:18,./image/16-06-2024_23:07:17.jpg,0,0
16-06-2024_23:07:23,./image/16-06-2024_23:07:23.jpg,0,0
16-06-2024_23:07:29,./image/16-06-2024_23:07:29.jpg,0.6360108852386475,2
16-06-2024_23:07:30,./image/16-06-2024_23:07:30.jpg,0.931300163269043,1
16-06-2024_23:07:36,./image/16-06-2024_23:07:36.jpg,0,0
16-06-2024_23:07:42,./image/16-06-2024_23:07:41.jpg,0,0
16-06-2024_23:07:42,./image/16-06-2024_23:07:42.jpg,0,0
16-06-2024_23:07:48,./image/16-06-2024_23:07:47.jpg,0.8011807203292847,1
16-06-2024_23:07:49,./image/16-06-2024_23:07:48.jpg,0,0
16-06-2024_23:07:54,./image/16-06-2024_23:07:53.jpg,0,0
16-06-2024_23:07:55,./image/16-06-2024_23:07:54.jpg,0,0
16-06-2024_23:08:00,./image/16-06-2024_23:07:59.jpg,0,0
16-06-2024_23:08:01,./image/16-06-2024_23:08:00.jpg,0,0
16-06-2024_23:08:06,./image/16-06-2024_23:08:05.jpg,0.8326056003570557,1
16-06-2024_23:08:07,./image/16-06-2024_23:08:06.jpg,0,0
16-06-2024_23:08:12,./image/16-06-2024_23:08:11.jpg,0,0
16-06-2024_23:08:13,./image/16-06-2024_23:08:12.jpg,0,0
16-06-2024_23:08:18,./image/16-06-2024_23:08:17.jpg,0.8068560361862183,1
16-06-2024_23:08:19,./image/16-06-2024_23:08:18.jpg,0,0
16-06-2024_23:08:24,./image/16-06-2024_23:08:23.jpg,0,0
16-06-2024_23:08:25,./image/16-06-2024_23:08:24.jpg,0,0
16-06-2024_23:08:30,./image/16-06-2024_23:08:29.jpg,0,0
16-06-2024_23:08:31,./image/16-06-2024_23:08:30.jpg,0,0
16-06-2024_23:08:36,./image/16-06-2024_23:08:35.jpg,0,0
16-06-2024_23:08:37,./image/16-06-2024_23:08:36.jpg,0,0
16-06-2024_23:08:42,./image/16-06-2024_23:08:42.jpg,0,0
16-06-2024_23:08:43,./image/16-06-2024_23:08:43.jpg,0,0
16-06-2024_23:08:48,./image/16-06-2024_23:08:48.jpg,0.81777024269104,1
16-06-2024_23:08:49,./image/16-06-2024_23:08:49.jpg,0,0
16-06-2024_23:08:54,./image/16-06-2024_23:08:54.jpg,0,0
16-06-2024_23:08:55,./image/16-06-2024_23:08:55.jpg,0,0
16-06-2024_23:09:00,./image/16-06-2024_23:09:00.jpg,0.8615878820419312,1
16-06-2024_23:09:01,./image/16-06-2024_23:09:01.jpg,0,0
16-06-2024_23:09:07,./image/16-06-2024_23:09:06.jpg,0.558465838432312,1
16-06-2024_23:09:08,./image/16-06-2024_23:09:07.jpg,0,0
16-06-2024_23:09:13,./image/16-06-2024_23:09:12.jpg,0,0
16-06-2024_23:09:14,./image/16-06-2024_23:09:13.jpg,0,0
16-06-2024_23:09:19,./image/16-06-2024_23:09:18.jpg,0,0
16-06-2024_23:09:20,./image/16-06-2024_23:09:19.jpg,0,0
16-06-2024_23:09:25,./image/16-06-2024_23:09:24.jpg,0.8694377541542053,1
16-06-2024_23:09:31,./image/16-06-2024_23:09:30.jpg,0,0
16-06-2024_23:09:32,./image/16-06-2024_23:09:31.jpg,0,0
16-06-2024_23:09:37,./image/16-06-2024_23:09:36.jpg,0.910271167755127,1
16-06-2024_23:09:38,./image/16-06-2024_23:09:37.jpg,0.9438111782073975,1
16-06-2024_23:09:43,./image/16-06-2024_23:09:42.jpg,0,0
16-06-2024_23:09:44,./image/16-06-2024_23:09:43.jpg,0,0
16-06-2024_23:09:49,./image/16-06-2024_23:09:48.jpg,0,0
16-06-2024_23:09:50,./image/16-06-2024_23:09:49.jpg,0.7643001079559326,1
16-06-2024_23:09:55,./image/16-06-2024_23:09:55.jpg,0,0
16-06-2024_23:09:56,./image/16-06-2024_23:09:56.jpg,0,0
16-06-2024_23:10:01,./image/16-06-2024_23:10:01.jpg,0,0
16-06-2024_23:10:02,./image/16-06-2024_23:10:02.jpg,0,0
16-06-2024_23:10:07,./image/16-06-2024_23:10:07.jpg,0,0
16-06-2024_23:10:08,./image/16-06-2024_23:10:08.jpg,0.8918687105178833,1
16-06-2024_23:10:14,./image/16-06-2024_23:10:13.jpg,0,0
16-06-2024_23:10:15,./image/16-06-2024_23:10:14.jpg,0,0
16-06-2024_23:10:20,./image/16-06-2024_23:10:19.jpg,0,0
16-06-2024_23:10:21,./image/16-06-2024_23:10:20.jpg,0,0
16-06-2024_23:10:26,./image/16-06-2024_23:10:25.jpg,0.7980208396911621,1
16-06-2024_23:10:27,./image/16-06-2024_23:10:26.jpg,0,0
16-06-2024_23:10:32,./image/16-06-2024_23:10:31.jpg,0,0
16-06-2024_23:10:33,./image/16-06-2024_23:10:32.jpg,0.6634694337844849,1
16-06-2024_23:10:38,./image/16-06-2024_23:10:37.jpg,0.840614378452301,1
16-06-2024_23:10:39,./image/16-06-2024_23:10:38.jpg,0,0
16-06-2024_23:10:44,./image/16-06-2024_23:10:43.jpg,0,0
16-06-2024_23:10:45,./image/16-06-2024_23:10:44.jpg,0,0
16-06-2024_23:10:50,./image/16-06-2024_23:10:49.jpg,0,0
16-06-2024_23:10:51,./image/16-06-2024_23:10:50.jpg,0,0
16-06-2024_23:10:56,./image/16-06-2024_23:10:55.jpg,0,0
16-06-2024_23:10:57,./image/16-06-2024_23:10:56.jpg,0,0
16-06-2024_23:11:02,./image/16-06-2024_23:11:01.jpg,0,0
16-06-2024_23:11:03,./image/16-06-2024_23:11:02.jpg,0,0
16-06-2024_23:11:08,./image/16-06-2024_23:11:08.jpg,0,0
16-06-2024_23:11:14,./image/16-06-2024_23:11:14.jpg,0,0
16-06-2024_23:11:15,./image/16-06-2024_23:11:15.jpg,0,0
16-06-2024_23:11:21,./image/16-06-2024_23:11:21.jpg,0,0
16-06-2024_23:11:27,./image/16-06-2024_23:11:27.jpg,0,0
16-06-2024_23:11:33,./image/16-06-2024_23:11:33.jpg,0,0
16-06-2024_23:11:40,./image/16-06-2024_23:11:39.jpg,0,0
16-06-2024_23:11:46,./image/16-06-2024_23:11:45.jpg,0,0
16-06-2024_23:11:52,./image/16-06-2024_23:11:51.jpg,0,0
16-06-2024_23:11:57,./image/16-06-2024_23:11:56.jpg,0,0
16-06-2024_23:11:58,./image/16-06-2024_23:11:57.jpg,0,0
16-06-2024_23:12:03,./image/16-06-2024_23:12:02.jpg,0.9174482822418213,1
16-06-2024_23:12:04,./image/16-06-2024_23:12:03.jpg,0,0
16-06-2024_23:12:09,./image/16-06-2024_23:12:08.jpg,0.5611357092857361,1
16-06-2024_23:12:15,./image/16-06-2024_23:12:14.jpg,0,0
16-06-2024_23:12:21,./image/16-06-2024_23:12:20.jpg,0,0
16-06-2024_23:12:22,./image/16-06-2024_23:12:21.jpg,0,0
16-06-2024_23:12:27,./image/16-06-2024_23:12:26.jpg,0,0
16-06-2024_23:12:28,./image/16-06-2024_23:12:27.jpg,0,0
16-06-2024_23:12:33,./image/16-06-2024_23:12:32.jpg,0,0
16-06-2024_23:12:34,./image/16-06-2024_23:12:33.jpg,0,0
16-06-2024_23:12:39,./image/16-06-2024_23:12:38.jpg,0.5137551426887512,1
16-06-2024_23:12:40,./image/16-06-2024_23:12:40.jpg,0,0
16-06-2024_23:12:45,./image/16-06-2024_23:12:44.jpg,0.717168390750885,1
16-06-2024_23:12:46,./image/16-06-2024_23:12:46.jpg,0,0
16-06-2024_23:12:57,./image/16-06-2024_23:12:56.jpg,0.4936547577381134,1
16-06-2024_23:13:03,./image/16-06-2024_23:13:03.jpg,0.926418662071228,1
16-06-2024_23:13:09,./image/16-06-2024_23:13:09.jpg,0,0
16-06-2024_23:13:10,./image/16-06-2024_23:13:10.jpg,0,0
16-06-2024_23:13:15,./image/16-06-2024_23:13:15.jpg,0.7204270362854004,2
16-06-2024_23:13:17,./image/16-06-2024_23:13:16.jpg,0,0
16-06-2024_23:13:22,./image/16-06-2024_23:13:21.jpg,0,0
16-06-2024_23:13:23,./image/16-06-2024_23:13:22.jpg,0,0
16-06-2024_23:13:28,./image/16-06-2024_23:13:27.jpg,0,0
16-06-2024_23:13:29,./image/16-06-2024_23:13:28.jpg,0.5041706562042236,1
16-06-2024_23:13:34,./image/16-06-2024_23:13:33.jpg,0,0
16-06-2024_23:13:40,./image/16-06-2024_23:13:39.jpg,0,0
16-06-2024_23:13:41,./image/16-06-2024_23:13:40.jpg,0.4872527023156484,3
16-06-2024_23:13:47,./image/16-06-2024_23:13:46.jpg,0,0
16-06-2024_23:13:52,./image/16-06-2024_23:13:51.jpg,0,0
16-06-2024_23:13:53,./image/16-06-2024_23:13:52.jpg,0,0
16-06-2024_23:13:58,./image/16-06-2024_23:13:57.jpg,0,0
16-06-2024_23:13:59,./image/16-06-2024_23:13:58.jpg,0,0
16-06-2024_23:14:04,./image/16-06-2024_23:14:03.jpg,0,0
16-06-2024_23:14:05,./image/16-06-2024_23:14:04.jpg,0.5396648645401001,1
16-06-2024_23:14:10,./image/16-06-2024_23:14:09.jpg,0.5665453672409058,1
16-06-2024_23:14:11,./image/16-06-2024_23:14:10.jpg,0.8558138608932495,1
16-06-2024_23:14:16,./image/16-06-2024_23:14:15.jpg,0.7069375514984131,1
16-06-2024_23:14:17,./image/16-06-2024_23:14:17.jpg,0.861283004283905,1
16-06-2024_23:14:22,./image/16-06-2024_23:14:22.jpg,0,0
16-06-2024_23:14:23,./image/16-06-2024_23:14:23.jpg,0,0
16-06-2024_23:14:28,./image/16-06-2024_23:14:28.jpg,0.6442949175834656,1
16-06-2024_23:14:29,./image/16-06-2024_23:14:29.jpg,0,0
16-06-2024_23:14:34,./image/16-06-2024_23:14:34.jpg,0,0
16-06-2024_23:14:35,./image/16-06-2024_23:14:35.jpg,0,0
16-06-2024_23:14:41,./image/16-06-2024_23:14:40.jpg,0,0
16-06-2024_23:14:42,./image/16-06-2024_23:14:41.jpg,0,0
16-06-2024_23:14:47,./image/16-06-2024_23:14:46.jpg,0.7561467587947845,2
16-06-2024_23:14:48,./image/16-06-2024_23:14:47.jpg,0.812513530254364,1
16-06-2024_23:14:53,./image/16-06-2024_23:14:52.jpg,0.7392546534538269,1
16-06-2024_23:14:54,./image/16-06-2024_23:14:53.jpg,0.8434408903121948,1
16-06-2024_23:14:59,./image/16-06-2024_23:14:58.jpg,0,0
16-06-2024_23:15:00,./image/16-06-2024_23:14:59.jpg,0,0
16-06-2024_23:15:05,./image/16-06-2024_23:15:04.jpg,0,0
16-06-2024_23:15:06,./image/16-06-2024_23:15:05.jpg,0,0
16-06-2024_23:15:11,./image/16-06-2024_23:15:10.jpg,0,0
16-06-2024_23:15:12,./image/16-06-2024_23:15:11.jpg,0.7015637159347534,1
16-06-2024_23:15:18,./image/16-06-2024_23:15:17.jpg,0,0
16-06-2024_23:15:23,./image/16-06-2024_23:15:22.jpg,0.8849992752075195,1
16-06-2024_23:15:24,./image/16-06-2024_23:15:23.jpg,0,0
16-06-2024_23:15:30,./image/16-06-2024_23:15:29.jpg,0,0
16-06-2024_23:15:35,./image/16-06-2024_23:15:34.jpg,0.8857819437980652,1
16-06-2024_23:15:36,./image/16-06-2024_23:15:36.jpg,0,0
16-06-2024_23:15:41,./image/16-06-2024_23:15:40.jpg,0,0
16-06-2024_23:15:42,./image/16-06-2024_23:15:42.jpg,0,0
16-06-2024_23:15:47,./image/16-06-2024_23:15:47.jpg,0.9144192934036255,1
16-06-2024_23:15:49,./image/16-06-2024_23:15:48.jpg,0.6825456321239471,2
16-06-2024_23:15:53,./image/16-06-2024_23:15:53.jpg,0,0
16-06-2024_23:15:54,./image/16-06-2024_23:15:54.jpg,0,0
16-06-2024_23:15:59,./image/16-06-2024_23:15:59.jpg,0,0
16-06-2024_23:16:01,./image/16-06-2024_23:16:00.jpg,0,0
16-06-2024_23:16:06,./image/16-06-2024_23:16:05.jpg,0,0
16-06-2024_23:16:07,./image/16-06-2024_23:16:06.jpg,0.8611711859703064,1
16-06-2024_23:16:12,./image/16-06-2024_23:16:11.jpg,0,0
16-06-2024_23:16:13,./image/16-06-2024_23:16:12.jpg,0,0
16-06-2024_23:16:18,./image/16-06-2024_23:16:17.jpg,0.9031646847724915,1
16-06-2024_23:16:19,./image/16-06-2024_23:16:18.jpg,0.8048873841762543,2
16-06-2024_23:16:24,./image/16-06-2024_23:16:23.jpg,0.8645111918449402,1
16-06-2024_23:16:25,./image/16-06-2024_23:16:24.jpg,0,0
16-06-2024_23:16:30,./image/16-06-2024_23:16:29.jpg,0.9075542092323303,1
16-06-2024_23:16:31,./image/16-06-2024_23:16:30.jpg,0,0
16-06-2024_23:16:36,./image/16-06-2024_23:16:35.jpg,0.8639358282089233,1
16-06-2024_23:16:37,./image/16-06-2024_23:16:36.jpg,0,0
16-06-2024_23:16:42,./image/16-06-2024_23:16:41.jpg,0.7266288697719574,2
16-06-2024_23:16:43,./image/16-06-2024_23:16:42.jpg,0,0
16-06-2024_23:16:48,./image/16-06-2024_23:16:47.jpg,0.6971332132816315,2
16-06-2024_23:16:54,./image/16-06-2024_23:16:53.jpg,0.9035400152206421,1
16-06-2024_23:16:55,./image/16-06-2024_23:16:55.jpg,0,0
16-06-2024_23:17:00,./image/16-06-2024_23:17:00.jpg,0,0
16-06-2024_23:17:01,./image/16-06-2024_23:17:01.jpg,0,0
16-06-2024_23:17:06,./image/16-06-2024_23:17:06.jpg,0.7105954587459564,2
16-06-2024_23:17:07,./image/16-06-2024_23:17:07.jpg,0.6438874006271362,2
16-06-2024_23:17:12,./image/16-06-2024_23:17:12.jpg,0,0
16-06-2024_23:17:14,./image/16-06-2024_23:17:13.jpg,0,0
16-06-2024_23:17:18,./image/16-06-2024_23:17:18.jpg,0,0
16-06-2024_23:17:20,./image/16-06-2024_23:17:19.jpg,0,0
16-06-2024_23:17:25,./image/16-06-2024_23:17:24.jpg,0.6975132822990417,2
16-06-2024_23:17:26,./image/16-06-2024_23:17:25.jpg,0,0
16-06-2024_23:17:32,./image/16-06-2024_23:17:31.jpg,0,0
16-06-2024_23:17:37,./image/16-06-2024_23:17:36.jpg,0.7450217008590698,2
16-06-2024_23:17:38,./image/16-06-2024_23:17:37.jpg,0.45302730798721313,1
16-06-2024_23:17:43,./image/16-06-2024_23:17:42.jpg,0,0
16-06-2024_23:17:44,./image/16-06-2024_23:17:43.jpg,0,0
16-06-2024_23:17:49,./image/16-06-2024_23:17:48.jpg,0.7711840271949768,2
16-06-2024_23:17:50,./image/16-06-2024_23:17:49.jpg,0,0
16-06-2024_23:17:55,./image/16-06-2024_23:17:54.jpg,0,0
16-06-2024_23:17:56,./image/16-06-2024_23:17:55.jpg,0,0
16-06-2024_23:18:01,./image/16-06-2024_23:18:00.jpg,0.7336243093013763,2
16-06-2024_23:18:02,./image/16-06-2024_23:18:01.jpg,0,0
16-06-2024_23:18:07,./image/16-06-2024_23:18:06.jpg,0,0
16-06-2024_23:18:08,./image/16-06-2024_23:18:08.jpg,0,0
16-06-2024_23:18:13,./image/16-06-2024_23:18:12.jpg,0,0
16-06-2024_23:18:14,./image/16-06-2024_23:18:14.jpg,0,0
16-06-2024_23:18:19,./image/16-06-2024_23:18:19.jpg,0,0
16-06-2024_23:18:20,./image/16-06-2024_23:18:20.jpg,0,0
16-06-2024_23:18:25,./image/16-06-2024_23:18:25.jpg,0.7436510622501373,2
16-06-2024_23:18:26,./image/16-06-2024_23:18:26.jpg,0,0
16-06-2024_23:18:32,./image/16-06-2024_23:18:32.jpg,0,0
16-06-2024_23:18:39,./image/16-06-2024_23:18:38.jpg,0,0
16-06-2024_23:18:43,./image/16-06-2024_23:18:43.jpg,0.6854001879692078,2
16-06-2024_23:18:45,./image/16-06-2024_23:18:44.jpg,0,0
16-06-2024_23:18:49,./image/16-06-2024_23:18:49.jpg,0,0
16-06-2024_23:18:56,./image/16-06-2024_23:18:55.jpg,0.8934876322746277,1
16-06-2024_23:18:57,./image/16-06-2024_23:18:56.jpg,0,0
16-06-2024_23:19:02,./image/16-06-2024_23:19:01.jpg,0.684512659907341,2
16-06-2024_23:19:08,./image/16-06-2024_23:19:07.jpg,0,0
16-06-2024_23:19:14,./image/16-06-2024_23:19:13.jpg,0,0
16-06-2024_23:19:15,./image/16-06-2024_23:19:14.jpg,0,0
16-06-2024_23:19:20,./image/16-06-2024_23:19:19.jpg,0,0
16-06-2024_23:19:21,./image/16-06-2024_23:19:20.jpg,0.7617306113243103,1
16-06-2024_23:19:26,./image/16-06-2024_23:19:25.jpg,0.747204065322876,2
16-06-2024_23:19:27,./image/16-06-2024_23:19:26.jpg,0.7064363360404968,1
16-06-2024_23:19:32,./image/16-06-2024_23:19:31.jpg,0.7634764015674591,2
16-06-2024_23:19:33,./image/16-06-2024_23:19:32.jpg,0,0
16-06-2024_23:19:38,./image/16-06-2024_23:19:37.jpg,0.7479875087738037,2
16-06-2024_23:19:44,./image/16-06-2024_23:19:44.jpg,0,0
16-06-2024_23:19:50,./image/16-06-2024_23:19:50.jpg,0.9151988625526428,1
16-06-2024_23:19:56,./image/16-06-2024_23:19:56.jpg,0,0
16-06-2024_23:19:57,./image/16-06-2024_23:19:57.jpg,0,0
16-06-2024_23:20:02,./image/16-06-2024_23:20:02.jpg,0,0
16-06-2024_23:20:03,./image/16-06-2024_23:20:03.jpg,0.8437708616256714,1
16-06-2024_23:20:09,./image/16-06-2024_23:20:08.jpg,0.6690203150113424,3
16-06-2024_23:20:10,./image/16-06-2024_23:20:09.jpg,0.5117518901824951,1
16-06-2024_23:20:15,./image/16-06-2024_23:20:14.jpg,0,0
16-06-2024_23:20:16,./image/16-06-2024_23:20:15.jpg,0,0
16-06-2024_23:20:21,./image/16-06-2024_23:20:20.jpg,0,0
16-06-2024_23:20:22,./image/16-06-2024_23:20:21.jpg,0,0
16-06-2024_23:20:27,./image/16-06-2024_23:20:26.jpg,0,0
16-06-2024_23:20:28,./image/16-06-2024_23:20:27.jpg,0,0
16-06-2024_23:20:33,./image/16-06-2024_23:20:32.jpg,0,0
16-06-2024_23:20:39,./image/16-06-2024_23:20:38.jpg,0,0
16-06-2024_23:20:40,./image/16-06-2024_23:20:39.jpg,0,0
16-06-2024_23:20:45,./image/16-06-2024_23:20:44.jpg,0,0
16-06-2024_23:20:46,./image/16-06-2024_23:20:45.jpg,0,0
16-06-2024_23:20:51,./image/16-06-2024_23:20:50.jpg,0.8959735631942749,1
16-06-2024_23:20:52,./image/16-06-2024_23:20:51.jpg,0.8560826182365417,1
16-06-2024_23:20:57,./image/16-06-2024_23:20:57.jpg,0,0
16-06-2024_23:21:03,./image/16-06-2024_23:21:03.jpg,0.8828139305114746,1
16-06-2024_23:21:04,./image/16-06-2024_23:21:04.jpg,0,0
16-06-2024_23:21:09,./image/16-06-2024_23:21:09.jpg,0,0
16-06-2024_23:21:10,./image/16-06-2024_23:21:10.jpg,0,0
16-06-2024_23:21:15,./image/16-06-2024_23:21:15.jpg,0,0
16-06-2024_23:21:22,./image/16-06-2024_23:21:21.jpg,0,0
16-06-2024_23:21:22,./image/16-06-2024_23:21:22.jpg,0,0
16-06-2024_23:21:28,./image/16-06-2024_23:21:27.jpg,0,0
16-06-2024_23:21:28,./image/16-06-2024_23:21:28.jpg,0,0
16-06-2024_23:21:34,./image/16-06-2024_23:21:33.jpg,0.6813136339187622,1
16-06-2024_23:21:40,./image/16-06-2024_23:21:39.jpg,0.9014549255371094,1
16-06-2024_23:21:47,./image/16-06-2024_23:21:46.jpg,0,0
16-06-2024_23:21:52,./image/16-06-2024_23:21:51.jpg,0.8855331540107727,1
16-06-2024_23:21:53,./image/16-06-2024_23:21:52.jpg,0,0
16-06-2024_23:21:58,./image/16-06-2024_23:21:57.jpg,0,0
16-06-2024_23:21:59,./image/16-06-2024_23:21:58.jpg,0,0
16-06-2024_23:22:04,./image/16-06-2024_23:22:03.jpg,0,0
16-06-2024_23:22:10,./image/16-06-2024_23:22:09.jpg,0.6956396400928497,2
16-06-2024_23:22:16,./image/16-06-2024_23:22:16.jpg,0,0
16-06-2024_23:22:22,./image/16-06-2024_23:22:22.jpg,0,0
16-06-2024_23:22:28,./image/16-06-2024_23:22:28.jpg,0,0
16-06-2024_23:22:35,./image/16-06-2024_23:22:34.jpg,0,0
16-06-2024_23:22:41,./image/16-06-2024_23:22:40.jpg,0,0
16-06-2024_23:22:41,./image/16-06-2024_23:22:41.jpg,0,0
16-06-2024_23:22:47,./image/16-06-2024_23:22:46.jpg,0,0
16-06-2024_23:22:47,./image/16-06-2024_23:22:47.jpg,0,0
16-06-2024_23:22:53,./image/16-06-2024_23:22:52.jpg,0.7178295254707336,2
16-06-2024_23:22:54,./image/16-06-2024_23:22:53.jpg,0,0
16-06-2024_23:22:59,./image/16-06-2024_23:22:58.jpg,0,0
16-06-2024_23:23:00,./image/16-06-2024_23:22:59.jpg,0,0
16-06-2024_23:23:05,./image/16-06-2024_23:23:04.jpg,0,0
16-06-2024_23:23:11,./image/16-06-2024_23:23:10.jpg,0,0
16-06-2024_23:23:12,./image/16-06-2024_23:23:11.jpg,0,0
16-06-2024_23:23:17,./image/16-06-2024_23:23:16.jpg,0.7397002279758453,2
16-06-2024_23:23:23,./image/16-06-2024_23:23:22.jpg,0.7049068808555603,2
16-06-2024_23:23:29,./image/16-06-2024_23:23:29.jpg,0,0
16-06-2024_23:23:35,./image/16-06-2024_23:23:35.jpg,0,0
16-06-2024_23:23:41,./image/16-06-2024_23:23:41.jpg,0,0
16-06-2024_23:23:47,./image/16-06-2024_23:23:47.jpg,0,0
16-06-2024_23:24:00,./image/16-06-2024_23:23:59.jpg,0.683434396982193,2
16-06-2024_23:24:06,./image/16-06-2024_23:24:05.jpg,0,0
16-06-2024_23:24:12,./image/16-06-2024_23:24:11.jpg,0,0
16-06-2024_23:24:18,./image/16-06-2024_23:24:17.jpg,0.7486059069633484,2
16-06-2024_23:24:19,./image/16-06-2024_23:24:18.jpg,0,0
16-06-2024_23:24:24,./image/16-06-2024_23:24:23.jpg,0,0
16-06-2024_23:24:25,./image/16-06-2024_23:24:24.jpg,0,0
16-06-2024_23:24:30,./image/16-06-2024_23:24:29.jpg,0,0
16-06-2024_23:24:31,./image/16-06-2024_23:24:30.jpg,0.6970473825931549,2
16-06-2024_23:24:36,./image/16-06-2024_23:24:35.jpg,0.6817812919616699,2
16-06-2024_23:24:37,./image/16-06-2024_23:24:36.jpg,0,0
16-06-2024_23:24:42,./image/16-06-2024_23:24:41.jpg,0,0
16-06-2024_23:24:43,./image/16-06-2024_23:24:42.jpg,0,0
16-06-2024_23:24:48,./image/16-06-2024_23:24:48.jpg,0,0
16-06-2024_23:24:54,./image/16-06-2024_23:24:54.jpg,0,0
16-06-2024_23:25:00,./image/16-06-2024_23:25:00.jpg,0.8046852946281433,1
16-06-2024_23:25:06,./image/16-06-2024_23:25:06.jpg,0,0
16-06-2024_23:25:13,./image/16-06-2024_23:25:12.jpg,0,0
16-06-2024_23:25:19,./image/16-06-2024_23:25:18.jpg,0,0
16-06-2024_23:25:25,./image/16-06-2024_23:25:24.jpg,0,0
16-06-2024_23:25:31,./image/16-06-2024_23:25:30.jpg,0,0
16-06-2024_23:25:37,./image/16-06-2024_23:25:36.jpg,0,0
16-06-2024_23:25:38,./image/16-06-2024_23:25:37.jpg,0,0
16-06-2024_23:25:43,./image/16-06-2024_23:25:42.jpg,0.6988312602043152,2
16-06-2024_23:25:49,./image/16-06-2024_23:25:48.jpg,0,0
16-06-2024_23:25:50,./image/16-06-2024_23:25:49.jpg,0,0
16-06-2024_23:25:55,./image/16-06-2024_23:25:54.jpg,0,0
16-06-2024_23:25:56,./image/16-06-2024_23:25:55.jpg,0,0
16-06-2024_23:26:01,./image/16-06-2024_23:26:00.jpg,0,0
16-06-2024_23:26:02,./image/16-06-2024_23:26:01.jpg,0,0
16-06-2024_23:26:07,./image/16-06-2024_23:26:07.jpg,0,0
16-06-2024_23:26:13,./image/16-06-2024_23:26:13.jpg,0,0
16-06-2024_23:26:19,./image/16-06-2024_23:26:19.jpg,0.7064154744148254,2
16-06-2024_23:26:26,./image/16-06-2024_23:26:25.jpg,0.7151022553443909,2
16-06-2024_23:26:26,./image/16-06-2024_23:26:26.jpg,0,0
16-06-2024_23:26:32,./image/16-06-2024_23:26:31.jpg,0,0
16-06-2024_23:26:32,./image/16-06-2024_23:26:32.jpg,0,0
16-06-2024_23:26:38,./image/16-06-2024_23:26:37.jpg,0,0
16-06-2024_23:26:39,./image/16-06-2024_23:26:38.jpg,0.67945596575737,2
16-06-2024_23:26:44,./image/16-06-2024_23:26:43.jpg,0,0
16-06-2024_23:26:45,./image/16-06-2024_23:26:44.jpg,0.7250718474388123,1
16-06-2024_23:26:50,./image/16-06-2024_23:26:49.jpg,0,0
16-06-2024_23:26:51,./image/16-06-2024_23:26:50.jpg,0,0
16-06-2024_23:26:56,./image/16-06-2024_23:26:55.jpg,0,0
16-06-2024_23:26:57,./image/16-06-2024_23:26:56.jpg,0,0
16-06-2024_23:27:02,./image/16-06-2024_23:27:01.jpg,0,0
16-06-2024_23:27:03,./image/16-06-2024_23:27:02.jpg,0,0
16-06-2024_23:27:08,./image/16-06-2024_23:27:07.jpg,0,0
16-06-2024_23:27:09,./image/16-06-2024_23:27:08.jpg,0,0
16-06-2024_23:27:14,./image/16-06-2024_23:27:13.jpg,0.7039133012294769,2
16-06-2024_23:27:15,./image/16-06-2024_23:27:14.jpg,0,0
16-06-2024_23:27:20,./image/16-06-2024_23:27:20.jpg,0,0
16-06-2024_23:27:27,./image/16-06-2024_23:27:26.jpg,0,0
16-06-2024_23:27:32,./image/16-06-2024_23:27:32.jpg,0.7047968804836273,2
16-06-2024_23:27:33,./image/16-06-2024_23:27:33.jpg,0,0
