timeProcessed,filename,score,detect
17-06-2024_01:37:27,./image/17-06-2024_01:37:27.jpg,0,0
17-06-2024_01:37:28,./image/17-06-2024_01:37:28.jpg,0,0
17-06-2024_01:37:33,./image/17-06-2024_01:37:33.jpg,0.8829474449157715,1
17-06-2024_01:37:34,./image/17-06-2024_01:37:34.jpg,0,0
17-06-2024_01:37:39,./image/17-06-2024_01:37:39.jpg,0,0
17-06-2024_01:37:40,./image/17-06-2024_01:37:40.jpg,0.7422354817390442,1
17-06-2024_01:37:45,./image/17-06-2024_01:37:45.jpg,0,0
17-06-2024_01:37:47,./image/17-06-2024_01:37:46.jpg,0,0
17-06-2024_01:37:52,./image/17-06-2024_01:37:51.jpg,0,0
17-06-2024_01:37:53,./image/17-06-2024_01:37:52.jpg,0,0
17-06-2024_01:37:58,./image/17-06-2024_01:37:57.jpg,0,0
17-06-2024_01:37:59,./image/17-06-2024_01:37:58.jpg,0,0
17-06-2024_01:38:04,./image/17-06-2024_01:38:03.jpg,0,0
17-06-2024_01:38:05,./image/17-06-2024_01:38:04.jpg,0,0
17-06-2024_01:38:10,./image/17-06-2024_01:38:09.jpg,0,0
17-06-2024_01:38:11,./image/17-06-2024_01:38:10.jpg,0,0
17-06-2024_01:38:17,./image/17-06-2024_01:38:16.jpg,0.7999445199966431,1
17-06-2024_01:38:23,./image/17-06-2024_01:38:22.jpg,0,0
17-06-2024_01:38:29,./image/17-06-2024_01:38:28.jpg,0,0
17-06-2024_01:38:34,./image/17-06-2024_01:38:33.jpg,0,0
17-06-2024_01:38:35,./image/17-06-2024_01:38:35.jpg,0.8305319547653198,1
17-06-2024_01:38:40,./image/17-06-2024_01:38:39.jpg,0.8992122411727905,1
17-06-2024_01:38:41,./image/17-06-2024_01:38:41.jpg,0,0
17-06-2024_01:38:46,./image/17-06-2024_01:38:45.jpg,0,0
17-06-2024_01:38:47,./image/17-06-2024_01:38:47.jpg,0,0
17-06-2024_01:38:52,./image/17-06-2024_01:38:51.jpg,0.8436692357063293,1
17-06-2024_01:38:53,./image/17-06-2024_01:38:53.jpg,0,0
17-06-2024_01:38:58,./image/17-06-2024_01:38:58.jpg,0.8392654061317444,1
17-06-2024_01:39:00,./image/17-06-2024_01:38:59.jpg,0,0
17-06-2024_01:39:04,./image/17-06-2024_01:39:04.jpg,0,0
17-06-2024_01:39:06,./image/17-06-2024_01:39:05.jpg,0.7564080953598022,1
17-06-2024_01:39:10,./image/17-06-2024_01:39:10.jpg,0,0
17-06-2024_01:39:12,./image/17-06-2024_01:39:11.jpg,0,0
17-06-2024_01:39:16,./image/17-06-2024_01:39:16.jpg,0.830715537071228,1
17-06-2024_01:39:18,./image/17-06-2024_01:39:17.jpg,0,0
17-06-2024_01:39:22,./image/17-06-2024_01:39:22.jpg,0.8298034071922302,1
17-06-2024_01:39:24,./image/17-06-2024_01:39:23.jpg,0,0
17-06-2024_01:39:29,./image/17-06-2024_01:39:28.jpg,0,0
17-06-2024_01:39:30,./image/17-06-2024_01:39:29.jpg,0,0
17-06-2024_01:39:35,./image/17-06-2024_01:39:34.jpg,0,0
17-06-2024_01:39:36,./image/17-06-2024_01:39:35.jpg,0,0
17-06-2024_01:39:41,./image/17-06-2024_01:39:40.jpg,0.8483027219772339,1
17-06-2024_01:39:42,./image/17-06-2024_01:39:41.jpg,0,0
17-06-2024_01:39:47,./image/17-06-2024_01:39:46.jpg,0,0
17-06-2024_01:39:48,./image/17-06-2024_01:39:48.jpg,0,0
17-06-2024_01:39:53,./image/17-06-2024_01:39:52.jpg,0,0
17-06-2024_01:39:54,./image/17-06-2024_01:39:54.jpg,0,0
17-06-2024_01:39:59,./image/17-06-2024_01:39:58.jpg,0,0
17-06-2024_01:40:00,./image/17-06-2024_01:40:00.jpg,0,0
17-06-2024_01:40:05,./image/17-06-2024_01:40:04.jpg,0,0
17-06-2024_01:40:06,./image/17-06-2024_01:40:06.jpg,0,0
17-06-2024_01:40:11,./image/17-06-2024_01:40:11.jpg,0,0
17-06-2024_01:40:13,./image/17-06-2024_01:40:12.jpg,0,0
17-06-2024_01:40:17,./image/17-06-2024_01:40:17.jpg,0.8270213007926941,1
17-06-2024_01:40:19,./image/17-06-2024_01:40:18.jpg,0,0
17-06-2024_01:40:23,./image/17-06-2024_01:40:23.jpg,0.8258275389671326,1
17-06-2024_01:40:25,./image/17-06-2024_01:40:24.jpg,0,0
17-06-2024_01:40:29,./image/17-06-2024_01:40:29.jpg,0,0
17-06-2024_01:40:31,./image/17-06-2024_01:40:30.jpg,0,0
17-06-2024_01:40:36,./image/17-06-2024_01:40:35.jpg,0,0
17-06-2024_01:40:37,./image/17-06-2024_01:40:36.jpg,0,0
17-06-2024_01:40:42,./image/17-06-2024_01:40:41.jpg,0,0
17-06-2024_01:40:43,./image/17-06-2024_01:40:42.jpg,0,0
17-06-2024_01:40:48,./image/17-06-2024_01:40:47.jpg,0,0
17-06-2024_01:40:49,./image/17-06-2024_01:40:48.jpg,0,0
17-06-2024_01:40:54,./image/17-06-2024_01:40:53.jpg,0,0
17-06-2024_01:40:55,./image/17-06-2024_01:40:54.jpg,0,0
17-06-2024_01:41:00,./image/17-06-2024_01:40:59.jpg,0,0
17-06-2024_01:41:01,./image/17-06-2024_01:41:00.jpg,0,0
17-06-2024_01:41:06,./image/17-06-2024_01:41:05.jpg,0.8008409142494202,1
17-06-2024_01:41:07,./image/17-06-2024_01:41:07.jpg,0.7940533757209778,1
17-06-2024_01:41:12,./image/17-06-2024_01:41:11.jpg,0,0
17-06-2024_01:41:13,./image/17-06-2024_01:41:13.jpg,0,0
17-06-2024_01:41:18,./image/17-06-2024_01:41:17.jpg,0,0
17-06-2024_01:41:19,./image/17-06-2024_01:41:19.jpg,0,0
17-06-2024_01:41:24,./image/17-06-2024_01:41:23.jpg,0,0
17-06-2024_01:41:25,./image/17-06-2024_01:41:25.jpg,0.7798494696617126,1
17-06-2024_01:41:30,./image/17-06-2024_01:41:30.jpg,0.8413036465644836,1
17-06-2024_01:41:32,./image/17-06-2024_01:41:31.jpg,0.7973902821540833,1
17-06-2024_01:41:36,./image/17-06-2024_01:41:36.jpg,0,0
17-06-2024_01:41:42,./image/17-06-2024_01:41:42.jpg,0,0
17-06-2024_01:41:48,./image/17-06-2024_01:41:48.jpg,0,0
17-06-2024_01:41:55,./image/17-06-2024_01:41:54.jpg,0,0
17-06-2024_01:42:01,./image/17-06-2024_01:42:00.jpg,0,0
17-06-2024_01:42:07,./image/17-06-2024_01:42:06.jpg,0,0
17-06-2024_01:42:13,./image/17-06-2024_01:42:12.jpg,0,0
17-06-2024_01:42:14,./image/17-06-2024_01:42:13.jpg,0.7339575290679932,1
17-06-2024_01:42:19,./image/17-06-2024_01:42:18.jpg,0,0
17-06-2024_01:42:20,./image/17-06-2024_01:42:19.jpg,0,0
17-06-2024_01:42:25,./image/17-06-2024_01:42:24.jpg,0,0
17-06-2024_01:42:26,./image/17-06-2024_01:42:25.jpg,0,0
17-06-2024_01:42:31,./image/17-06-2024_01:42:30.jpg,0,0
17-06-2024_01:42:32,./image/17-06-2024_01:42:31.jpg,0,0
17-06-2024_01:42:37,./image/17-06-2024_01:42:36.jpg,0,0
17-06-2024_01:42:38,./image/17-06-2024_01:42:37.jpg,0,0
17-06-2024_01:42:43,./image/17-06-2024_01:42:43.jpg,0,0
17-06-2024_01:42:49,./image/17-06-2024_01:42:49.jpg,0,0
17-06-2024_01:42:55,./image/17-06-2024_01:42:55.jpg,0,0
17-06-2024_01:42:56,./image/17-06-2024_01:42:56.jpg,0,0
17-06-2024_01:43:01,./image/17-06-2024_01:43:01.jpg,0,0
17-06-2024_01:43:02,./image/17-06-2024_01:43:02.jpg,0,0
17-06-2024_01:43:08,./image/17-06-2024_01:43:07.jpg,0,0
17-06-2024_01:43:08,./image/17-06-2024_01:43:08.jpg,0,0
17-06-2024_01:43:14,./image/17-06-2024_01:43:13.jpg,0,0
17-06-2024_01:43:15,./image/17-06-2024_01:43:14.jpg,0,0
17-06-2024_01:43:20,./image/17-06-2024_01:43:19.jpg,0.8538888692855835,1
17-06-2024_01:43:21,./image/17-06-2024_01:43:20.jpg,0,0
17-06-2024_01:43:26,./image/17-06-2024_01:43:25.jpg,0,0
17-06-2024_01:43:27,./image/17-06-2024_01:43:26.jpg,0,0
17-06-2024_01:43:32,./image/17-06-2024_01:43:31.jpg,0,0
17-06-2024_01:43:33,./image/17-06-2024_01:43:32.jpg,0,0
17-06-2024_01:43:38,./image/17-06-2024_01:43:37.jpg,0,0
17-06-2024_01:43:39,./image/17-06-2024_01:43:38.jpg,0,0
17-06-2024_01:43:44,./image/17-06-2024_01:43:43.jpg,0,0
17-06-2024_01:43:45,./image/17-06-2024_01:43:44.jpg,0,0
17-06-2024_01:43:50,./image/17-06-2024_01:43:49.jpg,0,0
17-06-2024_01:43:51,./image/17-06-2024_01:43:50.jpg,0,0
17-06-2024_01:43:56,./image/17-06-2024_01:43:55.jpg,0.8162975311279297,1
17-06-2024_01:43:57,./image/17-06-2024_01:43:56.jpg,0,0
17-06-2024_01:44:02,./image/17-06-2024_01:44:02.jpg,0,0
17-06-2024_01:44:03,./image/17-06-2024_01:44:03.jpg,0,0
17-06-2024_01:44:08,./image/17-06-2024_01:44:08.jpg,0,0
17-06-2024_01:44:09,./image/17-06-2024_01:44:09.jpg,0,0
17-06-2024_01:44:14,./image/17-06-2024_01:44:14.jpg,0,0
17-06-2024_01:44:15,./image/17-06-2024_01:44:15.jpg,0,0
17-06-2024_01:44:21,./image/17-06-2024_01:44:20.jpg,0,0
17-06-2024_01:44:21,./image/17-06-2024_01:44:21.jpg,0,0
17-06-2024_01:44:27,./image/17-06-2024_01:44:26.jpg,0,0
17-06-2024_01:44:28,./image/17-06-2024_01:44:27.jpg,0,0
17-06-2024_01:44:33,./image/17-06-2024_01:44:32.jpg,0,0
17-06-2024_01:44:34,./image/17-06-2024_01:44:33.jpg,0,0
17-06-2024_01:44:39,./image/17-06-2024_01:44:38.jpg,0,0
17-06-2024_01:44:40,./image/17-06-2024_01:44:39.jpg,0,0
17-06-2024_01:44:45,./image/17-06-2024_01:44:44.jpg,0,0
17-06-2024_01:44:46,./image/17-06-2024_01:44:45.jpg,0,0
17-06-2024_01:44:51,./image/17-06-2024_01:44:50.jpg,0.8371354341506958,1
17-06-2024_01:44:52,./image/17-06-2024_01:44:51.jpg,0,0
17-06-2024_01:44:57,./image/17-06-2024_01:44:56.jpg,0,0
17-06-2024_01:44:58,./image/17-06-2024_01:44:57.jpg,0.8523077368736267,1
17-06-2024_01:45:03,./image/17-06-2024_01:45:02.jpg,0,0
17-06-2024_01:45:04,./image/17-06-2024_01:45:03.jpg,0,0
17-06-2024_01:45:09,./image/17-06-2024_01:45:08.jpg,0.8204739689826965,1
17-06-2024_01:45:10,./image/17-06-2024_01:45:09.jpg,0,0
17-06-2024_01:45:15,./image/17-06-2024_01:45:15.jpg,0.8273224234580994,1
17-06-2024_01:45:16,./image/17-06-2024_01:45:16.jpg,0,0
17-06-2024_01:45:21,./image/17-06-2024_01:45:21.jpg,0,0
17-06-2024_01:45:22,./image/17-06-2024_01:45:22.jpg,0.8305811882019043,1
17-06-2024_01:45:27,./image/17-06-2024_01:45:27.jpg,0,0
17-06-2024_01:45:28,./image/17-06-2024_01:45:28.jpg,0,0
17-06-2024_01:45:33,./image/17-06-2024_01:45:33.jpg,0,0
17-06-2024_01:45:34,./image/17-06-2024_01:45:34.jpg,0,0
17-06-2024_01:45:40,./image/17-06-2024_01:45:39.jpg,0,0
17-06-2024_01:45:41,./image/17-06-2024_01:45:40.jpg,0,0
17-06-2024_01:45:46,./image/17-06-2024_01:45:45.jpg,0,0
17-06-2024_01:45:47,./image/17-06-2024_01:45:46.jpg,0,0
17-06-2024_01:45:52,./image/17-06-2024_01:45:51.jpg,0,0
17-06-2024_01:45:53,./image/17-06-2024_01:45:52.jpg,0.8380783200263977,1
17-06-2024_01:45:58,./image/17-06-2024_01:45:57.jpg,0,0
17-06-2024_01:45:59,./image/17-06-2024_01:45:58.jpg,0,0
17-06-2024_01:46:04,./image/17-06-2024_01:46:03.jpg,0,0
17-06-2024_01:46:05,./image/17-06-2024_01:46:04.jpg,0,0
17-06-2024_01:46:10,./image/17-06-2024_01:46:09.jpg,0,0
17-06-2024_01:46:11,./image/17-06-2024_01:46:10.jpg,0.8194427490234375,1
17-06-2024_01:46:16,./image/17-06-2024_01:46:15.jpg,0.8331252932548523,1
17-06-2024_01:46:17,./image/17-06-2024_01:46:16.jpg,0,0
17-06-2024_01:46:22,./image/17-06-2024_01:46:21.jpg,0,0
17-06-2024_01:46:23,./image/17-06-2024_01:46:22.jpg,0,0
17-06-2024_01:46:28,./image/17-06-2024_01:46:27.jpg,0,0
17-06-2024_01:46:29,./image/17-06-2024_01:46:29.jpg,0,0
17-06-2024_01:46:34,./image/17-06-2024_01:46:34.jpg,0.8051760792732239,1
17-06-2024_01:46:35,./image/17-06-2024_01:46:35.jpg,0,0
17-06-2024_01:46:40,./image/17-06-2024_01:46:40.jpg,0,0
17-06-2024_01:46:41,./image/17-06-2024_01:46:41.jpg,0,0
17-06-2024_01:46:46,./image/17-06-2024_01:46:46.jpg,0,0
17-06-2024_01:46:48,./image/17-06-2024_01:46:47.jpg,0.7701925039291382,1
17-06-2024_01:46:52,./image/17-06-2024_01:46:52.jpg,0,0
17-06-2024_01:46:53,./image/17-06-2024_01:46:53.jpg,0,0
17-06-2024_01:46:59,./image/17-06-2024_01:46:58.jpg,0.8417832255363464,1
17-06-2024_01:47:00,./image/17-06-2024_01:46:59.jpg,0,0
17-06-2024_01:47:05,./image/17-06-2024_01:47:04.jpg,0,0
17-06-2024_01:47:06,./image/17-06-2024_01:47:05.jpg,0,0
17-06-2024_01:47:11,./image/17-06-2024_01:47:10.jpg,0,0
17-06-2024_01:47:12,./image/17-06-2024_01:47:11.jpg,0,0
17-06-2024_01:47:17,./image/17-06-2024_01:47:16.jpg,0,0
17-06-2024_01:47:18,./image/17-06-2024_01:47:17.jpg,0,0
17-06-2024_01:47:23,./image/17-06-2024_01:47:22.jpg,0,0
17-06-2024_01:47:24,./image/17-06-2024_01:47:23.jpg,0,0
17-06-2024_01:47:29,./image/17-06-2024_01:47:28.jpg,0,0
17-06-2024_01:47:30,./image/17-06-2024_01:47:29.jpg,0,0
17-06-2024_01:47:35,./image/17-06-2024_01:47:34.jpg,0,0
17-06-2024_01:47:36,./image/17-06-2024_01:47:35.jpg,0,0
17-06-2024_01:47:41,./image/17-06-2024_01:47:40.jpg,0,0
17-06-2024_01:47:42,./image/17-06-2024_01:47:41.jpg,0,0
17-06-2024_01:47:47,./image/17-06-2024_01:47:47.jpg,0,0
17-06-2024_01:47:48,./image/17-06-2024_01:47:48.jpg,0,0
17-06-2024_01:47:53,./image/17-06-2024_01:47:53.jpg,0,0
17-06-2024_01:47:54,./image/17-06-2024_01:47:54.jpg,0,0
17-06-2024_01:47:59,./image/17-06-2024_01:47:59.jpg,0,0
17-06-2024_01:48:00,./image/17-06-2024_01:48:00.jpg,0,0
17-06-2024_01:48:05,./image/17-06-2024_01:48:05.jpg,0.6276737451553345,1
17-06-2024_01:48:07,./image/17-06-2024_01:48:06.jpg,0,0
17-06-2024_01:48:12,./image/17-06-2024_01:48:11.jpg,0,0
17-06-2024_01:48:13,./image/17-06-2024_01:48:12.jpg,0,0
17-06-2024_01:48:18,./image/17-06-2024_01:48:17.jpg,0,0
17-06-2024_01:48:19,./image/17-06-2024_01:48:18.jpg,0,0
17-06-2024_01:48:24,./image/17-06-2024_01:48:23.jpg,0,0
17-06-2024_01:48:25,./image/17-06-2024_01:48:24.jpg,0,0
17-06-2024_01:48:30,./image/17-06-2024_01:48:29.jpg,0,0
17-06-2024_01:48:31,./image/17-06-2024_01:48:30.jpg,0,0
17-06-2024_01:48:36,./image/17-06-2024_01:48:35.jpg,0,0
17-06-2024_01:48:37,./image/17-06-2024_01:48:36.jpg,0,0
17-06-2024_01:48:42,./image/17-06-2024_01:48:41.jpg,0,0
17-06-2024_01:48:43,./image/17-06-2024_01:48:42.jpg,0,0
17-06-2024_01:48:48,./image/17-06-2024_01:48:47.jpg,0,0
17-06-2024_01:48:54,./image/17-06-2024_01:48:53.jpg,0,0
17-06-2024_01:49:00,./image/17-06-2024_01:48:59.jpg,0,0
17-06-2024_01:49:06,./image/17-06-2024_01:49:06.jpg,0.652047872543335,1
17-06-2024_01:49:12,./image/17-06-2024_01:49:12.jpg,0,0
17-06-2024_01:49:18,./image/17-06-2024_01:49:18.jpg,0,0
17-06-2024_01:49:19,./image/17-06-2024_01:49:19.jpg,0,0
17-06-2024_01:49:24,./image/17-06-2024_01:49:24.jpg,0,0
17-06-2024_01:49:25,./image/17-06-2024_01:49:25.jpg,0,0
17-06-2024_01:49:31,./image/17-06-2024_01:49:30.jpg,0,0
17-06-2024_01:49:31,./image/17-06-2024_01:49:31.jpg,0,0
17-06-2024_01:49:37,./image/17-06-2024_01:49:36.jpg,0,0
17-06-2024_01:49:38,./image/17-06-2024_01:49:37.jpg,0,0
17-06-2024_01:49:43,./image/17-06-2024_01:49:42.jpg,0,0
17-06-2024_01:49:49,./image/17-06-2024_01:49:48.jpg,0,0
17-06-2024_01:49:55,./image/17-06-2024_01:49:54.jpg,0,0
17-06-2024_01:50:01,./image/17-06-2024_01:50:00.jpg,0,0
17-06-2024_01:50:07,./image/17-06-2024_01:50:06.jpg,0,0
17-06-2024_01:50:13,./image/17-06-2024_01:50:12.jpg,0.5720359086990356,1
17-06-2024_01:50:19,./image/17-06-2024_01:50:19.jpg,0,0
17-06-2024_01:50:25,./image/17-06-2024_01:50:25.jpg,0,0
17-06-2024_01:50:31,./image/17-06-2024_01:50:31.jpg,0.5527196228504181,2
17-06-2024_01:50:44,./image/17-06-2024_01:50:43.jpg,0,0
17-06-2024_01:50:50,./image/17-06-2024_01:50:49.jpg,0,0
17-06-2024_01:50:56,./image/17-06-2024_01:50:55.jpg,0,0
17-06-2024_01:51:02,./image/17-06-2024_01:51:01.jpg,0,0
17-06-2024_01:51:08,./image/17-06-2024_01:51:07.jpg,0,0
17-06-2024_01:51:09,./image/17-06-2024_01:51:08.jpg,0,0
17-06-2024_01:51:14,./image/17-06-2024_01:51:13.jpg,0,0
17-06-2024_01:51:15,./image/17-06-2024_01:51:14.jpg,0,0
17-06-2024_01:51:20,./image/17-06-2024_01:51:19.jpg,0,0
17-06-2024_01:51:21,./image/17-06-2024_01:51:20.jpg,0,0
17-06-2024_01:51:26,./image/17-06-2024_01:51:25.jpg,0,0
17-06-2024_01:51:27,./image/17-06-2024_01:51:26.jpg,0,0
17-06-2024_01:51:32,./image/17-06-2024_01:51:31.jpg,0,0
17-06-2024_01:51:33,./image/17-06-2024_01:51:32.jpg,0,0
17-06-2024_01:51:38,./image/17-06-2024_01:51:38.jpg,0,0
17-06-2024_01:51:44,./image/17-06-2024_01:51:44.jpg,0,0
17-06-2024_01:51:50,./image/17-06-2024_01:51:50.jpg,0,0
17-06-2024_01:51:51,./image/17-06-2024_01:51:51.jpg,0,0
17-06-2024_01:51:56,./image/17-06-2024_01:51:56.jpg,0,0
17-06-2024_01:51:57,./image/17-06-2024_01:51:57.jpg,0,0
17-06-2024_01:52:03,./image/17-06-2024_01:52:02.jpg,0,0
17-06-2024_01:52:03,./image/17-06-2024_01:52:03.jpg,0,0
17-06-2024_01:52:09,./image/17-06-2024_01:52:08.jpg,0.5116037130355835,1
17-06-2024_01:52:10,./image/17-06-2024_01:52:09.jpg,0,0
17-06-2024_01:52:15,./image/17-06-2024_01:52:14.jpg,0,0
17-06-2024_01:52:16,./image/17-06-2024_01:52:15.jpg,0,0
17-06-2024_01:52:21,./image/17-06-2024_01:52:20.jpg,0,0
17-06-2024_01:52:22,./image/17-06-2024_01:52:21.jpg,0,0
17-06-2024_01:52:27,./image/17-06-2024_01:52:26.jpg,0,0
17-06-2024_01:52:28,./image/17-06-2024_01:52:27.jpg,0,0
17-06-2024_01:52:33,./image/17-06-2024_01:52:32.jpg,0,0
17-06-2024_01:52:34,./image/17-06-2024_01:52:33.jpg,0.4838583469390869,1
17-06-2024_01:52:39,./image/17-06-2024_01:52:38.jpg,0,0
17-06-2024_01:52:40,./image/17-06-2024_01:52:39.jpg,0.5379698276519775,1
17-06-2024_01:52:45,./image/17-06-2024_01:52:44.jpg,0,0
17-06-2024_01:52:46,./image/17-06-2024_01:52:45.jpg,0,0
17-06-2024_01:52:51,./image/17-06-2024_01:52:50.jpg,0,0
17-06-2024_01:52:52,./image/17-06-2024_01:52:51.jpg,0,0
17-06-2024_01:52:57,./image/17-06-2024_01:52:57.jpg,0,0
17-06-2024_01:53:03,./image/17-06-2024_01:53:03.jpg,0,0
17-06-2024_01:53:04,./image/17-06-2024_01:53:04.jpg,0,0
17-06-2024_01:53:09,./image/17-06-2024_01:53:09.jpg,0,0
17-06-2024_01:53:10,./image/17-06-2024_01:53:10.jpg,0,0
17-06-2024_01:53:16,./image/17-06-2024_01:53:15.jpg,0,0
17-06-2024_01:53:16,./image/17-06-2024_01:53:16.jpg,0,0
17-06-2024_01:53:22,./image/17-06-2024_01:53:21.jpg,0.6872428357601166,2
17-06-2024_01:53:23,./image/17-06-2024_01:53:22.jpg,0,0
17-06-2024_01:53:28,./image/17-06-2024_01:53:27.jpg,0,0
17-06-2024_01:53:29,./image/17-06-2024_01:53:28.jpg,0,0
17-06-2024_01:53:34,./image/17-06-2024_01:53:33.jpg,0,0
17-06-2024_01:53:35,./image/17-06-2024_01:53:34.jpg,0,0
17-06-2024_01:53:40,./image/17-06-2024_01:53:39.jpg,0,0
17-06-2024_01:53:41,./image/17-06-2024_01:53:40.jpg,0,0
17-06-2024_01:53:46,./image/17-06-2024_01:53:45.jpg,0,0
17-06-2024_01:53:47,./image/17-06-2024_01:53:46.jpg,0,0
17-06-2024_01:53:52,./image/17-06-2024_01:53:51.jpg,0,0
17-06-2024_01:53:53,./image/17-06-2024_01:53:52.jpg,0.8975180387496948,1
17-06-2024_01:53:58,./image/17-06-2024_01:53:57.jpg,0,0
17-06-2024_01:53:59,./image/17-06-2024_01:53:58.jpg,0,0
17-06-2024_01:54:04,./image/17-06-2024_01:54:03.jpg,0,0
17-06-2024_01:54:05,./image/17-06-2024_01:54:04.jpg,0,0
17-06-2024_01:54:10,./image/17-06-2024_01:54:10.jpg,0.85826176404953,1
17-06-2024_01:54:11,./image/17-06-2024_01:54:11.jpg,0,0
17-06-2024_01:54:16,./image/17-06-2024_01:54:16.jpg,0,0
17-06-2024_01:54:17,./image/17-06-2024_01:54:17.jpg,0,0
17-06-2024_01:54:22,./image/17-06-2024_01:54:22.jpg,0,0
17-06-2024_01:54:23,./image/17-06-2024_01:54:23.jpg,0,0
17-06-2024_01:54:29,./image/17-06-2024_01:54:28.jpg,0,0
17-06-2024_01:54:30,./image/17-06-2024_01:54:29.jpg,0,0
17-06-2024_01:54:35,./image/17-06-2024_01:54:34.jpg,0,0
17-06-2024_01:54:36,./image/17-06-2024_01:54:35.jpg,0,0
17-06-2024_01:54:41,./image/17-06-2024_01:54:40.jpg,0,0
17-06-2024_01:54:42,./image/17-06-2024_01:54:41.jpg,0,0
17-06-2024_01:54:47,./image/17-06-2024_01:54:46.jpg,0,0
17-06-2024_01:54:48,./image/17-06-2024_01:54:47.jpg,0,0
17-06-2024_01:54:53,./image/17-06-2024_01:54:52.jpg,0,0
17-06-2024_01:54:54,./image/17-06-2024_01:54:53.jpg,0,0
17-06-2024_01:54:59,./image/17-06-2024_01:54:58.jpg,0,0
17-06-2024_01:55:00,./image/17-06-2024_01:54:59.jpg,0.6101457476615906,1
17-06-2024_01:55:05,./image/17-06-2024_01:55:04.jpg,0,0
17-06-2024_01:55:06,./image/17-06-2024_01:55:05.jpg,0,0
17-06-2024_01:55:11,./image/17-06-2024_01:55:10.jpg,0.8702398538589478,1
17-06-2024_01:55:12,./image/17-06-2024_01:55:11.jpg,0.8588655591011047,1
17-06-2024_01:55:17,./image/17-06-2024_01:55:16.jpg,0,0
17-06-2024_01:55:18,./image/17-06-2024_01:55:17.jpg,0,0
17-06-2024_01:55:23,./image/17-06-2024_01:55:22.jpg,0,0
17-06-2024_01:55:24,./image/17-06-2024_01:55:24.jpg,0,0
17-06-2024_01:55:29,./image/17-06-2024_01:55:29.jpg,0.9115415215492249,1
17-06-2024_01:55:30,./image/17-06-2024_01:55:30.jpg,0,0
17-06-2024_01:55:35,./image/17-06-2024_01:55:35.jpg,0,0
17-06-2024_01:55:36,./image/17-06-2024_01:55:36.jpg,0.7396564483642578,1
17-06-2024_01:55:42,./image/17-06-2024_01:55:41.jpg,0,0
17-06-2024_01:55:42,./image/17-06-2024_01:55:42.jpg,0,0
17-06-2024_01:55:47,./image/17-06-2024_01:55:47.jpg,0.8708959221839905,1
17-06-2024_01:55:49,./image/17-06-2024_01:55:48.jpg,0,0
17-06-2024_01:55:54,./image/17-06-2024_01:55:53.jpg,0,0
17-06-2024_01:55:55,./image/17-06-2024_01:55:54.jpg,0,0
17-06-2024_01:56:00,./image/17-06-2024_01:55:59.jpg,0.9008990526199341,1
17-06-2024_01:56:01,./image/17-06-2024_01:56:00.jpg,0,0
17-06-2024_01:56:06,./image/17-06-2024_01:56:05.jpg,0,0
17-06-2024_01:56:07,./image/17-06-2024_01:56:06.jpg,0,0
17-06-2024_01:56:12,./image/17-06-2024_01:56:11.jpg,0,0
17-06-2024_01:56:13,./image/17-06-2024_01:56:12.jpg,0,0
17-06-2024_01:56:18,./image/17-06-2024_01:56:17.jpg,0,0
17-06-2024_01:56:19,./image/17-06-2024_01:56:18.jpg,0,0
17-06-2024_01:56:24,./image/17-06-2024_01:56:23.jpg,0,0
17-06-2024_01:56:25,./image/17-06-2024_01:56:24.jpg,0,0
17-06-2024_01:56:30,./image/17-06-2024_01:56:29.jpg,0,0
17-06-2024_01:56:31,./image/17-06-2024_01:56:30.jpg,0,0
17-06-2024_01:56:36,./image/17-06-2024_01:56:35.jpg,0,0
17-06-2024_01:56:37,./image/17-06-2024_01:56:36.jpg,0,0
17-06-2024_01:56:42,./image/17-06-2024_01:56:42.jpg,0,0
17-06-2024_01:56:43,./image/17-06-2024_01:56:43.jpg,0,0
17-06-2024_01:56:48,./image/17-06-2024_01:56:48.jpg,0,0
17-06-2024_01:56:49,./image/17-06-2024_01:56:49.jpg,0.658288836479187,1
17-06-2024_01:56:55,./image/17-06-2024_01:56:54.jpg,0,0
17-06-2024_01:56:55,./image/17-06-2024_01:56:55.jpg,0,0
17-06-2024_01:57:01,./image/17-06-2024_01:57:00.jpg,0,0
17-06-2024_01:57:01,./image/17-06-2024_01:57:01.jpg,0,0
17-06-2024_01:57:07,./image/17-06-2024_01:57:06.jpg,0,0
17-06-2024_01:57:08,./image/17-06-2024_01:57:07.jpg,0,0
17-06-2024_01:57:13,./image/17-06-2024_01:57:12.jpg,0.6919128894805908,1
17-06-2024_01:57:14,./image/17-06-2024_01:57:13.jpg,0,0
17-06-2024_01:57:19,./image/17-06-2024_01:57:18.jpg,0.7936791777610779,1
17-06-2024_01:57:20,./image/17-06-2024_01:57:19.jpg,0.49543100595474243,1
17-06-2024_01:57:25,./image/17-06-2024_01:57:24.jpg,0,0
17-06-2024_01:57:26,./image/17-06-2024_01:57:25.jpg,0,0
17-06-2024_01:57:31,./image/17-06-2024_01:57:30.jpg,0,0
17-06-2024_01:57:32,./image/17-06-2024_01:57:31.jpg,0.8154070377349854,1
17-06-2024_01:57:37,./image/17-06-2024_01:57:36.jpg,0.893042802810669,1
17-06-2024_01:57:38,./image/17-06-2024_01:57:37.jpg,0,0
17-06-2024_01:57:43,./image/17-06-2024_01:57:42.jpg,0,0
